episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_in_flight_async_reqs,num_remote_worker_restarts,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,num_env_steps_sampled_throughput_per_sec,num_env_steps_trained_throughput_per_sec,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,evaluation/episode_reward_max,evaluation/episode_reward_min,evaluation/episode_reward_mean,evaluation/episode_len_mean,evaluation/episodes_this_iter,evaluation/num_faulty_episodes,evaluation/num_agent_steps_sampled_this_iter,evaluation/num_env_steps_sampled_this_iter,evaluation/timesteps_this_iter,evaluation/num_healthy_workers,evaluation/num_in_flight_async_reqs,evaluation/num_remote_worker_restarts,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,connector_metrics/ObsPreprocessorConnector_ms,connector_metrics/StateBufferConnector_ms,connector_metrics/ViewRequirementAgentConnector_ms,timers/training_iteration_time_ms,timers/sample_time_ms,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,evaluation/sampler_results/episode_reward_max,evaluation/sampler_results/episode_reward_min,evaluation/sampler_results/episode_reward_mean,evaluation/sampler_results/episode_len_mean,evaluation/sampler_results/episodes_this_iter,evaluation/sampler_results/num_faulty_episodes,evaluation/hist_stats/episode_reward,evaluation/hist_stats/episode_lengths,evaluation/sampler_perf/mean_raw_obs_processing_ms,evaluation/sampler_perf/mean_inference_ms,evaluation/sampler_perf/mean_action_processing_ms,evaluation/sampler_perf/mean_env_wait_ms,evaluation/sampler_perf/mean_env_render_ms,evaluation/connector_metrics/ObsPreprocessorConnector_ms,evaluation/connector_metrics/StateBufferConnector_ms,evaluation/connector_metrics/ViewRequirementAgentConnector_ms,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths,sampler_results/sampler_perf/mean_raw_obs_processing_ms,sampler_results/sampler_perf/mean_inference_ms,sampler_results/sampler_perf/mean_action_processing_ms,sampler_results/sampler_perf/mean_env_wait_ms,sampler_results/sampler_perf/mean_env_render_ms,sampler_results/connector_metrics/ObsPreprocessorConnector_ms,sampler_results/connector_metrics/StateBufferConnector_ms,sampler_results/connector_metrics/ViewRequirementAgentConnector_ms,evaluation/sampler_results/hist_stats/episode_reward,evaluation/sampler_results/hist_stats/episode_lengths,evaluation/sampler_results/sampler_perf/mean_raw_obs_processing_ms,evaluation/sampler_results/sampler_perf/mean_inference_ms,evaluation/sampler_results/sampler_perf/mean_action_processing_ms,evaluation/sampler_results/sampler_perf/mean_env_wait_ms,evaluation/sampler_results/sampler_perf/mean_env_render_ms,evaluation/sampler_results/connector_metrics/ObsPreprocessorConnector_ms,evaluation/sampler_results/connector_metrics/StateBufferConnector_ms,evaluation/sampler_results/connector_metrics/ViewRequirementAgentConnector_ms,info/learner/__all__/num_agent_steps_trained,info/learner/__all__/num_env_steps_trained,info/learner/__all__/total_loss,info/learner/default_policy/total_loss,info/learner/default_policy/policy_loss,info/learner/default_policy/vf_loss,info/learner/default_policy/vf_loss_unclipped,info/learner/default_policy/vf_explained_var,info/learner/default_policy/entropy,info/learner/default_policy/mean_kl_loss,info/learner/default_policy/gradients_default_optimizer_global_norm,info/learner/default_policy/curr_lr,info/learner/default_policy/curr_entropy_coeff,info/learner/default_policy/curr_kl_coeff
-100.0,-100.0,-100.0,100.0,5,0,0,0,0,512,0,512,0,512,0,227.50555689864606,0.0,512,0,512,False,5,1,f8493_00000,2023-07-25_11-06-55,1690279615,2.8806445598602295,2.8806445598602295,547657,Trinity,172.19.132.220,2.8806445598602295,1,-100.0,-100.0,-100.0,100.0,2,0,200,200,200,0,0,0,512,0,512,0,-100.0,-100.0,-100.0,100.0,5,0,"[-100.0, -100.0, -100.0, -100.0, -100.0]","[100, 100, 100, 100, 100]",0.3962395948740938,1.0532240653828104,0.14857985587612693,1.4822998939201846,0.0,0.027785301208496094,0.003943443298339844,0.21511554718017578,2250.438,1588.157,0.71,512,0,512,0,8.54,72.3,-100.0,-100.0,-100.0,100.0,2,0,"[-100.0, -100.0]","[100, 100]",0.4050755382177248,1.0938656270800537,0.1517860450554843,1.4641320527489505,0.0,0.024271011352539062,0.003802776336669922,0.20722150802612305,"[-100.0, -100.0, -100.0, -100.0, -100.0]","[100, 100, 100, 100, 100]",0.3962395948740938,1.0532240653828104,0.14857985587612693,1.4822998939201846,0.0,0.027785301208496094,0.003943443298339844,0.21511554718017578,"[-100.0, -100.0]","[100, 100]",0.4050755382177248,1.0938656270800537,0.1517860450554843,1.4641320527489505,0.0,0.024271011352539062,0.003802776336669922,0.20722150802612305,32.0,512.0,9.552023377269506,9.552023377269506,0.002715693030040711,9.549061760306358,816.2538350522518,-0.004809764213860035,5.619491305202246,0.005443799513159441,2.1974827270023525,0.00015,0.00015,0.20000000298023224
-100.0,-100.0,-100.0,100.0,5,0,0,0,0,1024,0,1024,0,512,0,240.29816311216632,0.0,1024,0,1024,False,10,2,f8493_00000,2023-07-25_11-06-58,1690279618,2.764589309692383,5.645233869552612,547657,Trinity,172.19.132.220,5.645233869552612,2,-100.0,-100.0,-100.0,100.0,2,0,200,200,200,0,0,0,1024,0,1024,0,-100.0,-100.0,-100.0,100.0,5,0,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",0.39881858019506183,1.0595110518862176,0.14927164065153767,1.4902669375844968,0.0,0.028722286224365234,0.0038957595825195312,0.21713018417358398,2190.55,1604.326,0.78,1024,0,1024,0,7.45,72.14999999999999,-100.0,-100.0,-100.0,100.0,2,0,"[-100.0, -100.0]","[100, 100]",0.4086197165776964,1.1087224965083629,0.1527020461541459,1.460783499434702,0.0,0.030684471130371094,0.004601478576660156,0.22575855255126953,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",0.39881858019506183,1.0595110518862176,0.14927164065153767,1.4902669375844968,0.0,0.028722286224365234,0.0038957595825195312,0.21713018417358398,"[-100.0, -100.0]","[100, 100]",0.4086197165776964,1.1087224965083629,0.1527020461541459,1.460783499434702,0.0,0.030684471130371094,0.004601478576660156,0.22575855255126953,32.0,512.0,9.517862230539322,9.517862230539322,0.00115682582691079,9.515999868512154,710.4548869729042,0.0016018594615161419,5.625788398087025,0.007747099513380817,2.5826979870907962,0.00015,0.00015,0.20000000298023224
0.0,-100.0,-93.33333333333333,100.0,5,0,0,0,0,1536,0,1536,0,512,0,244.18359881039893,0.0,1536,0,1536,False,15,3,f8493_00000,2023-07-25_11-07-01,1690279621,2.6774697303771973,8.32270359992981,547657,Trinity,172.19.132.220,8.32270359992981,3,-100.0,-100.0,-100.0,100.0,2,0,200,200,200,0,0,0,1536,0,1536,0,0.0,-100.0,-93.33333333333333,100.0,5,0,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, 0.0, -100.0, -100.0, -100.0]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",0.39956760518475926,1.0568751647498509,0.14867705166119075,1.4865449877092016,0.0,0.025423367818196613,0.0037384033203125,0.21445592244466147,2159.288,1584.968,0.763,1536,0,1536,0,6.966666666666666,72.2,-100.0,-100.0,-100.0,100.0,2,0,"[-100.0, -100.0]","[100, 100]",0.39741560544031435,1.0611907812997625,0.146886473289147,1.4431619406143164,0.0,0.024712085723876953,0.0033140182495117188,0.21331310272216797,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, 0.0, -100.0, -100.0, -100.0]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",0.39956760518475926,1.0568751647498509,0.14867705166119075,1.4865449877092016,0.0,0.025423367818196613,0.0037384033203125,0.21445592244466147,"[-100.0, -100.0]","[100, 100]",0.39741560544031435,1.0611907812997625,0.146886473289147,1.4431619406143164,0.0,0.024712085723876953,0.0033140182495117188,0.21331310272216797,32.0,512.0,8.510771488887258,8.510771488887258,-0.005313337496772874,8.515854206401855,632.5276108537801,0.0029854332096874714,5.702035065740347,0.005429866320469046,8.260998024605215,0.00015,0.00015,0.20000000298023224
0.0,-100.0,-95.0,100.0,5,0,0,0,0,2048,0,2048,0,512,0,244.99956338977017,0.0,2048,0,2048,False,20,4,f8493_00000,2023-07-25_11-07-04,1690279624,2.677304744720459,11.000008344650269,547657,Trinity,172.19.132.220,11.000008344650269,4,-100.0,-100.0,-100.0,100.0,2,0,200,200,200,0,0,0,2048,0,2048,0,0.0,-100.0,-95.0,100.0,5,0,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, 0.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",0.39903900298889516,1.0517380416342188,0.14789899881321764,1.483345121980901,0.0,0.02400040626525879,0.003983974456787109,0.21699070930480957,2141.908,1571.095,0.817,2048,0,2048,0,7.775,72.22500000000001,-100.0,-100.0,-100.0,100.0,2,0,"[-100.0, -100.0]","[100, 100]",0.3924057278293795,1.0349583834149267,0.14388040359249424,1.444582635543766,0.0,0.023937225341796875,0.0034928321838378906,0.2142190933227539,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, 0.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",0.39903900298889516,1.0517380416342188,0.14789899881321764,1.483345121980901,0.0,0.02400040626525879,0.003983974456787109,0.21699070930480957,"[-100.0, -100.0]","[100, 100]",0.3924057278293795,1.0349583834149267,0.14388040359249424,1.444582635543766,0.0,0.023937225341796875,0.0034928321838378906,0.2142190933227539,32.0,512.0,9.501573134213686,9.501573134213686,-0.0028093227301724255,9.504391737282276,639.5433576703072,-0.0015151361003518105,5.739443697035313,0.0042581854807508535,2.472232018597424,0.00015,0.00015,0.10000000149011612
0.0,-100.0,-96.0,100.0,5,0,0,0,0,2560,0,2560,0,512,0,243.0343557565686,0.0,2560,0,2560,False,25,5,f8493_00000,2023-07-25_11-07-07,1690279627,2.7637603282928467,13.763768672943115,547657,Trinity,172.19.132.220,13.763768672943115,5,0.0,-100.0,-50.0,100.0,2,0,200,200,200,0,0,0,2560,0,2560,0,0.0,-100.0,-96.0,100.0,5,0,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, 0.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",0.3985321636304792,1.047901493999009,0.1473338557162614,1.480018087634441,0.0,0.02328777313232422,0.0039806365966796875,0.21530723571777344,2134.861,1564.61,0.815,2560,0,2560,0,6.35,72.25,0.0,-100.0,-50.0,100.0,2,0,"[-100.0, 0.0]","[100, 100]",0.39770648434207395,1.0565703922694738,0.14649499784578215,1.4638624467573442,0.0,0.03077983856201172,0.004756450653076172,0.24176836013793945,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, 0.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",0.3985321636304792,1.047901493999009,0.1473338557162614,1.480018087634441,0.0,0.02328777313232422,0.0039806365966796875,0.21530723571777344,"[-100.0, 0.0]","[100, 100]",0.39770648434207395,1.0565703922694738,0.14649499784578215,1.4638624467573442,0.0,0.03077983856201172,0.004756450653076172,0.24176836013793945,32.0,512.0,9.521484233438969,9.521484233438969,-0.003503704268950969,9.524906367063522,605.5326172709465,0.005299245472997427,5.603239718824625,0.009221041146702191,2.835439133225009,0.00015,0.00015,0.10000000149011612
0.0,-100.0,-96.66666666666667,100.0,5,0,0,0,0,3072,0,3072,0,512,0,198.77629217144042,0.0,3072,0,3072,False,30,6,f8493_00000,2023-07-25_11-07-10,1690279630,3.253715991973877,17.017484664916992,547657,Trinity,172.19.132.220,17.017484664916992,6,-100.0,-100.0,-100.0,100.0,2,0,200,200,200,0,0,0,3072,0,3072,0,0.0,-100.0,-96.66666666666667,100.0,5,0,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, 0.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",0.40141978021267044,1.0556261608441142,0.14833610806170985,1.484466815684038,0.0,0.02437591552734375,0.004429817199707031,0.22752602895100912,2208.339,1631.381,0.819,3072,0,3072,0,6.160000000000001,72.2,-100.0,-100.0,-100.0,100.0,2,0,"[-100.0, -100.0]","[100, 100]",0.403237283279457,1.0767552775209095,0.1486125933339852,1.4858627001709186,0.0,0.02142190933227539,0.004267692565917969,0.24045705795288086,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, 0.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",0.40141978021267044,1.0556261608441142,0.14833610806170985,1.484466815684038,0.0,0.02437591552734375,0.004429817199707031,0.22752602895100912,"[-100.0, -100.0]","[100, 100]",0.403237283279457,1.0767552775209095,0.1486125933339852,1.4858627001709186,0.0,0.02142190933227539,0.004267692565917969,0.24045705795288086,32.0,512.0,9.527920637279749,9.527920637279749,-0.0005493050557561219,9.528808943927288,575.6943670511246,0.0008947942405939102,5.523702081292868,0.004894601517491992,2.7603412703610957,0.00015,0.00015,0.05000000074505806
0.0,-100.0,-97.14285714285714,100.0,5,0,0,0,0,3584,0,3584,0,512,0,220.9092362160588,0.0,3584,0,3584,False,35,7,f8493_00000,2023-07-25_11-07-13,1690279633,2.9879841804504395,20.00546884536743,547657,Trinity,172.19.132.220,20.00546884536743,7,-100.0,-100.0,-100.0,100.0,2,0,200,200,200,0,0,0,3584,0,3584,0,0.0,-100.0,-97.14285714285714,100.0,5,0,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, 0.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",0.4041407772604837,1.0634742121588276,0.14930231626917442,1.4898474200137333,0.0,0.02411365509033203,0.004416193280901227,0.22916180746895926,2223.958,1650.931,0.811,3584,0,3584,0,8.225,72.2,-100.0,-100.0,-100.0,100.0,2,0,"[-100.0, -100.0]","[100, 100]",0.4071238039222298,1.0871706818955698,0.14958119579590193,1.5010420209080044,0.0,0.022494792938232422,0.0046253204345703125,0.23871660232543945,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, 0.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",0.4041407772604837,1.0634742121588276,0.14930231626917442,1.4898474200137333,0.0,0.02411365509033203,0.004416193280901227,0.22916180746895926,"[-100.0, -100.0]","[100, 100]",0.4071238039222298,1.0871706818955698,0.14958119579590193,1.5010420209080044,0.0,0.022494792938232422,0.0046253204345703125,0.23871660232543945,32.0,512.0,9.496403209865093,9.496403209865093,-0.00572649238165468,9.502768836915493,540.8696650266647,0.0011236700229346752,5.538397766649723,0.003832708407571772,3.1449476894922554,0.00015,0.00015,0.02500000037252903
0.0,-100.0,-97.5,100.0,5,0,0,0,0,4096,0,4096,0,512,0,235.403749059337,0.0,4096,0,4096,False,40,8,f8493_00000,2023-07-25_11-07-16,1690279636,2.7894303798675537,22.794899225234985,547657,Trinity,172.19.132.220,22.794899225234985,8,-100.0,-100.0,-100.0,100.0,2,0,200,200,200,0,0,0,4096,0,4096,0,0.0,-100.0,-97.5,100.0,5,0,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, 0.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",0.4061577203547335,1.0695918325706064,0.15002338057385906,1.494102491489257,0.0,0.023742318153381348,0.004619956016540527,0.22809624671936035,2217.833,1652.581,0.805,4096,0,4096,0,5.625,72.3,-100.0,-100.0,-100.0,100.0,2,0,"[-100.0, -100.0]","[100, 100]",0.4057900597347757,1.0791505447854703,0.14879538222151498,1.499477585429776,0.0,0.017368793487548828,0.0034093856811523438,0.1974940299987793,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, 0.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",0.4061577203547335,1.0695918325706064,0.15002338057385906,1.494102491489257,0.0,0.023742318153381348,0.004619956016540527,0.22809624671936035,"[-100.0, -100.0]","[100, 100]",0.4057900597347757,1.0791505447854703,0.14879538222151498,1.499477585429776,0.0,0.017368793487548828,0.0034093856811523438,0.1974940299987793,32.0,512.0,9.491379477083683,9.491379477083683,-0.002359331410843879,9.494452491402626,518.6425276398659,-0.0015604197978973389,5.527497548609972,0.004615269393752897,3.079127771081403,0.00015,0.00015,0.012500000186264515
0.0,-100.0,-97.67391304347827,100.0,6,0,0,0,0,4608,0,4608,0,512,0,243.25202948497574,0.0,4608,0,4608,False,46,9,f8493_00000,2023-07-25_11-07-18,1690279638,2.762826919555664,25.55772614479065,547657,Trinity,172.19.132.220,25.55772614479065,9,-100.0,-100.0,-100.0,100.0,2,0,200,200,200,0,0,0,4608,0,4608,0,0.0,-100.0,-97.67391304347827,100.0,6,0,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, 0.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.0, -100.0, -100.0]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",0.40776942844917874,1.0740490462080736,0.1505035415192123,1.4970160030493747,0.0,0.02309498579605766,0.0046792237654976225,0.22564452627430792,2205.272,1642.617,0.849,4608,0,4608,0,6.050000000000001,72.3,-100.0,-100.0,-100.0,100.0,2,0,"[-100.0, -100.0]","[100, 100]",0.4080770281802807,1.0890281577695415,0.15013288088072543,1.5004174964815824,0.0,0.02467632293701172,0.0046253204345703125,0.22492408752441406,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, 0.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.0, -100.0, -100.0]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",0.40776942844917874,1.0740490462080736,0.1505035415192123,1.4970160030493747,0.0,0.02309498579605766,0.0046792237654976225,0.22564452627430792,"[-100.0, -100.0]","[100, 100]",0.4080770281802807,1.0890281577695415,0.15013288088072543,1.5004174964815824,0.0,0.02467632293701172,0.0046253204345703125,0.22492408752441406,32.0,512.0,9.40622453019023,9.40622453019023,-0.00285605838871561,9.40980301424861,482.75416189432144,-0.0015682694502174854,5.499941568821669,0.008205404515365444,3.488748048665002,0.00015,0.00015,0.012500000186264515
0.0,-100.0,-96.19607843137256,100.0,5,0,0,0,0,5120,0,5120,0,512,0,230.16115240289,0.0,5120,0,5120,False,51,10,f8493_00000,2023-07-25_11-07-21,1690279641,2.881577968597412,28.43930411338806,547657,Trinity,172.19.132.220,28.43930411338806,10,-100.0,-100.0,-100.0,100.0,2,0,200,200,200,0,0,0,5120,0,5120,0,0.0,-100.0,-96.19607843137256,100.0,5,0,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, 0.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.0, -100.0, -100.0, -100.0, -13.0, -100.0, -100.0, -100.0]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",0.4088894304844038,1.0773158596994177,0.15084505927788186,1.49910666583948,0.0,0.02290922052720014,0.004617840636010263,0.22533126905852674,2207.194,1645.911,0.881,5120,0,5120,0,9.025,72.3,-100.0,-100.0,-100.0,100.0,2,0,"[-100.0, -100.0]","[100, 100]",0.41023735282779755,1.094305533161764,0.15093433088448452,1.5035186750420566,0.0,0.022852420806884766,0.004851818084716797,0.24245977401733398,"[-100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, 0.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -100.0, -93.0, -100.0, -100.0, -100.0, -13.0, -100.0, -100.0, -100.0]","[100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100]",0.4088894304844038,1.0773158596994177,0.15084505927788186,1.49910666583948,0.0,0.02290922052720014,0.004617840636010263,0.22533126905852674,"[-100.0, -100.0]","[100, 100]",0.41023735282779755,1.094305533161764,0.15093433088448452,1.5035186750420566,0.0,0.022852420806884766,0.004851818084716797,0.24245977401733398,32.0,512.0,9.352507203817368,9.352507203817368,0.00771296676248312,9.345553074032068,379.5935690551996,-0.0003396328538656235,5.66824908182025,0.007318254208144026,6.240379272028804,0.00015,0.00015,0.012500000186264515
